,name
34080,Calopride 2mg Tablet
34081,Cepy O 200mg Tablet
34082,Cozymin-DX Junior RF Syrup
34083,Capex-C Tablet SR
34084,Clozob Cream
34085,Cefoclox Tablet
34086,Celkeran 5mg Tablet
34087,Cytoplatin 50mg Infusion
34088,Coldact Oral Drops
34089,Cepime O 200mg Tablet
34090,Cinmove 1mg Tablet
34091,Cifinil 200 Tablet
34092,Check AT Tablet
34093,Cerefeast 90mg Tablet
34094,Clotazole 100mg Tablet
34095,Ceprolen D Eye Drop
34096,Capotril 25mg Tablet
34097,Carpigrel-A Tablet
34098,Consistam D 0.4mg/0.5mg Capsule PR
34099,Cortispray   Nasal Spray
34100,Camcin-BPO Gel
34101,Cefabid 100 Dry Syrup
34102,Cetcor Tablet
34103,Ciptin Tablet
34104,Cyp Plus Syrup
34105,Clopin 0.25mg Tablet
34106,Chemogef 250mg Tablet
34107,Casponex 70mg Injection
34108,Celcox 100mg Capsule
34109,Clincin 150mg Injection
34110,Clincin 150mg Injection
34111,Cyproz Syrup
34112,Canex Gel
34113,Ciz-Cold Tablet
34114,Ceftril 250mg Injection
34115,Conflu 200mg Capsule
34116,Clofen 50mg Tablet
34117,Cncalm Plus 5mg/2mg Tablet
34118,Capitrax Plus 500mg/250mg Tablet
34119,Cofrest Syrup
34120,Cewar 200mg Tablet
34121,Cefzone-S 1.5gm Injection
34122,Clobest-CM Cream
34123,Cafirate Tablet
34124,Cefheal 500mg Tablet
34125,Ceff 100mg Drop
34126,Clopigrel A 75 mg/75 mg Capsule
34127,Cephalkem 250mg Tablet DT
34128,Cetmet Tcf Syrup
34129,Cefera O 200mg/200mg Tablet
34130,Casodex 50mg Tablet
34131,Ceretor Plus Tablet
34132,Cildipin 10mg Tablet
34133,Ceftazidine 1000mg Injection
34134,Clopinol 10mg/75mg Tablet
34135,Cyclotin 10 Tablet
34136,Cefrotux 250mg Tablet
34137,Canzol Soap
34138,Cnx Clav 500mg/125mg Tablet
34139,Clobkare Cream
34140,Cilapam Forte Tablet
34141,Cetnix MT Tablet
34142,Cortisure 6mg Tablet
34143,Cardipin 10mg Tablet
34144,Control Tablet
34145,Cloze 2mg Tablet
34146,Clindasil-A Gel
34147,Cefi 1000mg Injection
34148,Covatil CV 250 mg/125 mg Tablet
34149,Clotawin-MF Tablet
34150,Ciprobid 200mg Infusion
34151,Celavi-Trio Tablet
34152,Cefitaxe CV Dry Syrup
34153,Cefzim 200mg Tablet
34154,Cazon Cream
34155,Cotrip 10mg Tablet
34156,Clomilent 25mg Tablet
34157,Cephy 500mg Capsule
34158,Cifbax-DX Eye/Ear Drops
34159,Cardace H 10 Tablet
34160,Cycloran 10 mg/150 mg Tablet
34161,C One TZ 1000mg/125mg Injection
34162,Cefodoxa 200mg Tablet DT
34163,Cloben 15 Lotion
34164,Clozol Dusting Powder
34165,Calzomix Max Soft Gelatin Capsule
34166,Cenem 1gm Injection
34167,Carried 2mg Tablet
34168,Cold Off Syrup
34169,Cefolac CV 100 DT Tablet
34170,Cephalex Dry Syrup
34171,Cobagen Plus Tablet
34172,Cetriace Cold 5mg/325mg/5mg Tablet
34173,Creopase Capsule
34174,Clobkare Lotion
34175,Coecortt 30 Tablet
34176,Cufril D Syrup
34177,Cefupop 200mg/500mg Tablet XL
34178,C Tax OF 200 mg/200 mg Tablet
34179,Cyclophil ME 100 Capsule
34180,Cefiglen 200mg Tablet
34181,Cytarabine 1000mg Injection
34182,Combither AT 120mg Injection
34183,Carespas CP 25mg/300mg Tablet
34184,Centiluk 5 mg/10 mg Tablet
34185,Ciproquin 500mg Tablet
34186,Coaprovel 150mg/12.5mg Tablet
34187,Clincin N Gel
34188,Cistero 50mg Injection
34189,Cure-HP Kit
34190,Cyclofit SP Tablet
34191,Coekastle Tablet
34192,C4U Tablet
34193,Cityzen 10 Tablet
34194,Cloff XL Dry Syrup
34195,CAAT F 10mg/145mg Tablet
34196,Cloviderm Ointment
34197,Cefdicare 200mg Tablet
34198,Cocid 40mg Tablet
34199,Cefpodem 200mg Tablet
34200,Cocid 40mg Tablet
34201,Cefoprox XP 500 mg/62.5 mg Injection
34202,Chupp 50mg/1.25mg/2mg Syrup
34203,Calcito S 100IU Injection
34204,Colobest-CL Tablet
34205,CT Forte Tablet
34206,Curetox Tablet
34207,Cilogard 20 Tablet
34208,Clinch Gel
34209,Cpg 75mg Tablet
34210,Clavam 250mg/50mg Injection
34211,Cillin CV 500mg/125mg Tablet
34212,Coldact Capsule TR
34213,Cough Clear-A Syrup
34214,Canloz Suppository
34215,Canfree Lotion
34216,Cezur 0.5mg Tablet
34217,Cedox-CV Tablet
34218,Cefentod CV 200mg/125mg Tablet
34219,Clobal gm Cream
34220,Ciza Mps 10mg/125mg Tablet
34221,CLOSALVE F CREAM
34222,Chymofast-D Tablet
34223,Clozen 50mg/10mg Tablet
34224,Cimivir 400mg Tablet
34225,Clinadd Gel
34226,Clostaf 0.05% Cream
34227,Candeol Cream
34228,Chlorpromazine 50mg Tablet
34229,Coller F 2mg/500mg/10mg Tablet
34230,Coller F 2mg/500mg/10mg Tablet
34231,Chlorpromazine 50mg Tablet
34232,Cilapam FL Tablet
34233,Clozen P Tablet
34234,C-Pride 25mg Tablet
34235,Cysmide 50mg Tablet
34236,Clopact 75 Tablet
34237,Cid Syrup
34238,Cyclotin 60 Tablet
34239,Cytogem 1000mg Injection
34240,Coral Syrup
34241,Calnif Retard 20mg Tablet
34242,Clopan G Cream
34243,Canpex Soap
34244,CRINA 0.02 MG/3 MG TABLET
34245,Cebran Eye/Ear Drops
34246,Clopidol 75mg Tablet
34247,Cefu 500 Tablet
34248,Cleft 10 Tablet
34249,Ctz L Syrup
34250,Catoxymag N Suspension
34251,Celavi-O 10/20 Tablet
34252,Cfuro CV 125mg/31.25mg Dry Syrup
34253,Cilinext T 10mg/40mg Tablet
34254,Ciproxin 250mg Tablet
34255,Clopired CV 10mg/75mg Tablet
34256,Cephadex 125mg Tablet DT
34257,Carvel 6.25mg Tablet
34258,Cyprosin Drop
34259,Ciprogyl 500mg/300mg Tablet
34260,Celhep 5000IU Injection
34261,Cheston 4 mg/50 mg Tablet DT
34262,Cofsy Syrup
34263,Canpara 100mg/325mg Tablet
34264,Ctuss Syrup
34265,Copodex 200mg Tablet
34266,Cefrax CV 200mg/125mg Tablet
34267,Clone Plus Cream
34268,Cefwar 200mg Tablet
34269,Carnozin SF Syrup
34270,Ciprowin TZ 500 mg/600 mg Tablet
34271,Caspa 0.5mg Tablet
34272,Cozymin Syrup
34273,Cyclochek Capsule SR
34274,Caloday-K2 Soft Gelatin Capsule
34275,Cort 30mg Tablet
34276,Clonex 0.25mg Tablet
34277,Cefoprox 100mg/5ml Dry Syrup
34278,Clobite GM Cream
34279,Cortipred 4 Tablet
34280,Cadipar 650mg Tablet
34281,Citadep 10mg Tablet
34282,Cetlong 10mg Tablet
34283,Carnisurge Tablet
34284,Cetadep 10mg Tablet
34285,Cetin Plus Syrup
34286,Cefolac 100mg/500mg Tablet XL
34287,Clingard Gel
34288,Cortiflaz 6mg Tablet
34289,Cetinam 10mg Tablet
34290,Clozith 100mg Oral Suspension
34291,Cefix 200mg Tablet
34292,Cotaspirin 50mg Tablet
34293,Cofenac Plus 50mg/325mg Tablet
34294,Clomax B Cream
34295,CILNIKEM CT 10MG/6.25MG TABLET
34296,Clopigrel 300mg Tablet
34297,Cortirate Cream
34298,Coaprovel 300mg/12.5mg Tablet
34299,Cilovas 10mg Tablet
34300,Cefopod 200mg Tablet
34301,Capnat 500mg Tablet
34302,Corest D Syrup
34303,Cherit Tablet
34304,Clidinorm 135mg/5mg Tablet
34305,Cardiopril 10 Capsule
34306,Captain 500mg Tablet
34307,Combisalic Cream
34308,Clotase 0.2CU Solution
34309,Clotina-V Vaginal Tablet
34310,Cloze 1mg Tablet
34311,Cencriz M 5mg/10mg Tablet
34312,C Tax-O 100mg Tablet DT
34313,Ceftalin 500mg Tablet
34314,Clavcare 625 Tablet
34315,Caremox AG 500mg/125mg Tablet
34316,Cypja Liv Syrup
34317,Clot Xlm 500 Tablet
34318,Ceftil 500mg Tablet
34319,Calpine Tablet
34320,Clindafin A Gel
34321,Cytoket Cream
34322,C Pod 200mg Tablet DT
34323,Clarithro 250mg Tablet
34324,Claxin Tablet DT
34325,Cifomed 500 Tablet
34326,Ceftrax 1000mg Injection
34327,Cefforen 200mg Tablet
34328,Cetcold 500mg Tablet
34329,Cefa 200mg Tablet
34330,Cetislim Tablet
34331,Cilory TM 10 mg/40 mg Tablet
34332,Cata-Dict 0.1 Tablet
34333,Coligon 20mg Tablet
34334,Colistin 2Million IU Injection
34335,Carisol 350mg Tablet
34336,Cyproson Syrup
34337,Conchol-C 10 Capsule
34338,Ciaz Duo Eye Drop
34339,Cefolac 50mg Oral Suspension
34340,Cefkem 500mg Tablet
34341,Cerecetam 200mg Injection
34342,Cambizen Cream
34343,Cetzen 10mg Tablet
34344,Clampose Injection
34345,Clopikind 150mg Tablet
34346,Cogniza 60mg Injection
34347,Czar Cream
34348,Casporan 70mg Injection
34349,Celrim 1gm Injection
34350,Clobezine 0.05% Cream
34351,Celrim 1gm Injection
34352,Combitide 250 Starhaler
34353,Chymotrip Tablet
34354,Copar 650 Tablet
34355,Canazole Mouth Wash
34356,Clovate SL Lotion
34357,Cetimax 10mg Tablet
34358,Czam 5mg Tablet
34359,Cinirone-D Tablet
34360,Cozymin Syrup
34361,Clobsave 0.5% Ointment
34362,Cnpraz 40mg Tablet
34363,Cdtel H 40mg/12.5mg Tablet
34364,Cefolac CV Oral Suspension
34365,Candelong 16mg Tablet
34366,Clobkare S Lotion
34367,Carepod 200mg Tablet DT
34368,Cloxone 500mg Injection
34369,Clopihenz Tablet
34370,Capoda 500 Tablet
34371,Clominik 50mg Tablet
34372,Ceftamycin 200 mg/125 mg Tablet
34373,Calmtra 10mg Tablet
34374,Coxaday 90 Tablet
34375,Clearnoz 0.1% Nasal Drops
34376,Cledomox 500 mg/125 mg Tablet
34377,Cytoblastin 10mg Injection
34378,Candistat Cream
34379,Cadistin Expectorant
34380,Covate-GM Cream
34381,Colbet-G Cream
34382,Coflin Syrup
34383,C Flox 500mg Tablet
34384,Clofros 100mg Capsule
34385,Corivin Tablet
34386,Colinol 20mg/650mg Tablet
34387,Cfixim-AZ LB Tablet
34388,Covate-G Cream
34389,Cefpodor-CV Tablet
34390,Cinox 200mg Tablet
34391,Cetcip Cold 5mg Tablet
34392,Clinof Gel
34393,Covate-C Ointment
34394,Citaford S Plus Tablet
34395,Candicom 200mg Capsule
34396,Coldanir Plus Tablet
34397,Carbatol 100 Tablet
34398,CELONIB 400 MG TABLET
34399,Chymotra at Spray
34400,CF3 O 500mg Tablet
34401,Clobavate-S Ointment
34402,Clob SL Cream
34403,CARDIOTONE 100MG INJECTION 20ML
34404,Carbox 600 Tablet
34405,Ceflox Syrup
34406,Cortiderm 0.05% Cream
34407,Cofaid EX Liquid
34408,Clinzer Gel
34409,Cbcolin-P Tablet
34410,Canditas BGN 0.1% Cream
34411,Cefnex LB 200mg Tablet
34412,CENORUSH TROCHE  TABLET 100 MG
34413,Cobavion-PNT Tablet SR
34414,Carpinol Eye Drop
34415,Cefipar 500mg Tablet
34416,Calphorinz Rinse
34417,Cariv 200mg Tablet
34418,Cordil 5 Tablet
34419,Cyclotin 60 Tablet
34420,C Zine 50mg Tablet
34421,Cyclospasmol 400 Capsule
34422,Cefoprox CV Dry Syrup Mango
34423,Criticold Plus Tablet
34424,Cipron Syrup
34425,Carebet-S Lotion
34426,Clomic 0.05% Cream
34427,Clindinol 20mg Tablet
34428,Clomilent 50mg Tablet
34429,Coldsol Suspension
34430,Closet 10mg/250mg Tablet
34431,Cefredrox O 200mg/200mg Tablet
34432,Combitaz 250mg/31.25mg Injection
34433,Clairmel Cream
34434,Cilentra 20 Tablet
34435,Cyaptin SF Syrup
34436,Clatiplus 3000mg/100mg Injection
34437,Clopad G Cream
34438,Clomiday 50mg Tablet
34439,Chymonac TC  Tablet
34440,Clopad G Cream
34441,Cefi CV 200 mg/125 mg Tablet
34442,Creamalgin DL Gel
34443,Clopizen Gold 75mg/10mg/75mg Capsule
34444,Cypoliv Syrup
34445,Caspa Plus Tablet
34446,Coniderm MX Cream
34447,Corsa-T 10mg/40mg Tablet
34448,Cofdex P Expectorant
34449,Cyclowave Tablet
34450,Cilnipine 5 Tablet
34451,Cognitam 400mg Tablet
34452,Cuti M 500 mg/250 mg Tablet
34453,Cefalong DS 500mg/500mg Capsule
34454,Clomach 25mg Tablet
34455,Czep CL Tablet
34456,Ciprodex 500mg Tablet
34457,Cpp Tablet
34458,Clobevent S Cream
34459,Carecof Syrup
34460,Clivazole Vaginal Soft Gelatin Capsule
34461,Celib 200mg Capsule
34462,CST Lotion
34463,CINZY 25MG TABLET
34464,Cyptone L Drop
34465,Cloxide 10mg Tablet
34466,Conlax 5 Suppository
34467,Cilapam 5 Tablet
34468,Cepo CV 200 mg/125 mg Tablet
34469,Combimist 100mcg/20mcg Inhaler
34470,Cetifar Cold Tablet
34471,Candelong H 8mg/12.5mg Tablet
34472,Cortisol Lotion
34473,Cefiwal O 200mg/200mg Tablet
34474,Cureme 500 Tablet
34475,Cardirose CV 20mg Tablet
34476,Closol Lotion
34477,Clonogem 0.25 Disintegrating Tablet
34478,Cephadex 125mg Syrup
34479,Cefo Plus 200 mg/200 mg Tablet
34480,C Furo 1.5gm Injection
34481,Chymomerg A Tablet
34482,Cyaptin with Calcium Suspension
34483,Clobsave S Ointment
34484,Combee-L Tablet
34485,Ceftorin 200mg Tablet
34486,Carbatol CR 400 Tablet
34487,Cef 250mg Tablet
34488,C Cold Tablet
34489,Cartel 40mg Tablet
34490,Creafine 25000 Capsule
34491,Clozine 50mg Tablet
34492,Ceremax Tablet
34493,Coldgard Syrup
34494,Colfin Oral Drops
34495,Cyklokapron 500mg Injection
34496,Clozol gm Ointment
34497,Cortina DS 800mg/160mg Tablet
34498,Citiliv P 500mg/800mg Tablet
34499,Chemidrex E Syrup
34500,Cutin 10mg Tablet
34501,Concerta 36mg Tablet
34502,Celor-S Tablet
34503,Clorocin 250mg Capsule
34504,Cetwin Tablet
34505,Cepy O CV Tablet
34506,Cadpril 5mg Tablet
34507,Ciproflox 500mg Tablet
34508,Collosol Iodine Liquid
34509,Cytotect 10% Injection
34510,Coriza AM Syrup
34511,Cachof 0 200 mg/500 mg Tablet
34512,Cartimax 500mg Tablet
34513,Cefrox 250mg Tablet
34514,Cefzil 500mg Tablet
34515,C-10 Cold & Total Tablet
34516,Coldover Syrup
34517,Clotawin Injection
34518,Combizol Plus Oral Suspension
34519,Citicoder Plus 500mg/800mg Tablet
34520,Canozith 500 Tablet
34521,Clopiril-AS Tablet
34522,Clonate GM Cream
34523,Coriminic DM Syrup
34524,Cold Off Tablet
34525,Cephy 250mg Tablet
34526,Cefron 250mg Tablet
34527,Cofrex-DX Syrup
34528,Clonova F Cream
34529,Clogen Cream
34530,Cutiwel Gel
34531,CEPHAL 500 MG CAPSULE
34532,Cumin CV  200 mg/125 mg Tablet
34533,Calm 0.5mg Tablet
34534,Coughex Syrup
34535,Compod CV 200mg/125mg Tablet
34536,Covancin 1000mg Injection
34537,Clofenac R 100mg Tablet
34538,Cadtazo 4.5gm Powder for Injection
34539,Cutivate 0.05% Cream
34540,Cifizime 100mg Tablet
34541,Cefactam Forte 1000mg/500mg Injection
34542,Cloba 20mg Tablet
34543,C Mont 5mg/10mg Tablet
34544,CDX LB Tablet
34545,C Pam 0.5mg Tablet
34546,Cilix 10mg Tablet
34547,Coliwin NF 10 mg/40 mg Drop
34548,Corflam S Suspension
34549,Cardioxin 0.25mg Tablet
34550,Clfate O Suspension
34551,Clobate G Cream
34552,Cletus 50mg Tablet
34553,Cofcad DL Tablet
34554,Cefurex 500mg Tablet
34555,Clid Gel
34556,C Clear Gel
34557,Clowin gm Cream
34558,Cognistar 30 Injection
34559,Cherryl Syrup
34560,Combisure 6 mcg/250 mcg Inhaler
34561,Citopil 10mg Tablet
34562,Cyclosym TX Tablet
34563,Clearof Shampoo
34564,Ceprolyst 90mg Tablet
34565,Cefopen O 200mg/200mg Tablet
34566,Cipril 10mg Tablet
34567,Cypro T Syrup
34568,Captar 40mg Tablet
34569,Clobitra 100 Capsule
34570,Clavpod DS 100 mg/62.5 mg Dry Syrup
34571,Cedon DS Dry Syrup
34572,Clobest 75mg Tablet
34573,Citicop-P Tablet
34574,Caspotaz 50mg Injection
34575,Cofvector Syrup
34576,Citelec P 500mg/800mg Tablet
34577,Cuf Dex Syrup
34578,Canvas 5mg Tablet
34579,Cefirite 200mg Tablet
34580,Caberlact 0.25mg Tablet
34581,Ceastra 100 Capsule
34582,Cisplat 50mg Infusion
34583,Calcium Leucovorin 15mg Injection
34584,Ciclohale 200mcg Rotacap
34585,Celetoin 300mg Tablet
34586,Clop Lotion
34587,Cyclofen Plus 100mg/325mg Tablet
34588,Canex 200mg Tablet
34589,Cinvert 25mg Tablet
34590,Cyprocin Syrup
34591,Ceedoxy 100mg Capsule
34592,Cpink  XT   20mg Injection
34593,Cefpil 500mg Tablet
34594,Chericof X Syrup
34595,Carbapen M 500mg Injection
34596,Capocid 20mg Capsule
34597,Cytonac 200 mg/200 mcg Capsule ER
34598,Clobate-S Ointment
34599,Clearzit Soap
34600,Conpar 50 mg/500 mg Tablet
34601,Cyrate Oral Drops
34602,Cetlong L 5mg Tablet
34603,CLAVICEF 200 MG/125 MG TABLET
34604,Cromstet 250mg Tablet
34605,Clin-Face Gel
34606,Cumox 500mg Capsule
34607,Cataderm Cream
34608,CAD Q PLUS TABLET
34609,Cefilab -XT Tablet
34610,Carvibeta 3.125 Tablet
34611,Clonext S Lotion
34612,Celplat 50mg Injection
34613,Chilkul DSR Capsule
34614,Chymopil Forte Tablet
34615,Combiwave SF 25mcg/125mcg Inhaler
34616,Closalic MF Cream
34617,CP-Max 200mg Tablet
34618,Cifinil-O Tablet
34619,Carpine 0.5% Injection
34620,Cargrel 75mg Tablet
34621,Chlorodex Eye Drop
34622,Cresp Onco 100mcg Injection
34623,Celexa 20mg Tablet
34624,Curemite Soap
34625,Carbium 500mg Tablet
34626,Cobamax-PG Capsule
34627,Cila 5mg Tablet
34628,Carry 200mg Tablet
34629,Combipain 400mg/325mg Tablet
34630,Cynidip 10 Tablet
34631,Cefex 500mg Tablet
34632,Coxrella-MR Tablet
34633,Clonomide 100mcg Tablet
34634,Cizcan 50mg Injection
34635,Clariwok 500mg Injection
34636,Candid KZ Cream
34637,Cisartacil 10mg Injection
34638,Ceclor 500mg Capsule
34639,Chlotrip 12.5mg/5mg Tablet
34640,Clobezine S Ointment
34641,Carryl M 30mg/500mg Tablet SR
34642,Cilanem 1000mg/1000mg Injection
34643,Cetadol 50mg/500mg Tablet
34644,Cinaloc 10mg Tablet
34645,Canace TH Plus Tablet
34646,Care Tears Gel
34647,Clozepam 2mg Tablet
34648,Cefpod 100mg Tablet
34649,Centron Plus Tablet
34650,Cosalic-K Solution
34651,Covate S Lotion
34652,Conciflam Tablet
34653,Carbanerve 150 Tablet
34654,Clonar 0.5mg Tablet
34655,Chymospas Tablet
34656,Ciz-MT 5mg/10mg Tablet
34657,Ciprobid T 500mg/600mg Tablet
34658,Cobaforte Injection
34659,Clopam 0.5mg Tablet
34660,Cefdox 200mg Tablet
34661,Comtrix O Tablet
34662,Cefdron 100 Oral Suspension
34663,Cefumax 500mg Tablet
34664,Coba C Injection
34665,Clozep 0.25mg Tablet DT
34666,Cerebrain Forte Tablet
34667,Crolim Ointment
34668,Chupp D  Soft Gelatin Capsule
34669,Cefsafe 250 Tablet
34670,Clobarium 500mg Tablet
34671,Carebet-G  Cream
34672,Clobkare-SX Ointment
34673,Cidal 1000mg/125mg Injection
34674,Cardimax 20 Tablet
34675,Captol 650 Tablet
34676,Clobirex S Ointment
34677,Canditas BGN 0.5% Cream
34678,Cipcoz TZ 500mg/600mg Tablet
34679,Cachpar 500mg Tablet
34680,Cachpar 500mg Tablet
34681,Cyclofez Eye Drop
34682,Cipdec 250mg Tablet
34683,Clobact 1% Dusting Powder
34684,Cetemed 10mg Tablet
34685,Ceruclean Drop
34686,Carnifast 500mg Tablet
34687,Corflo 5mg Tablet
34688,Cagin 50mg Injection
34689,Cefomarc 200mg Tablet
34690,Cegava TZ 1000 mg/125 mg Injection
34691,C Pent Eye Drop
34692,Cope D 10mg/30mg Tablet
34693,Celedol 100 Capsule
34694,Coffwin-AMB Syrup
34695,Ceflox 200mg/500mg Tablet
34696,Cremahep Syrup
34697,Corion 10000IU Injection
34698,Candizole B Cream
34699,Corbeta 40mg Tablet
34700,Clinaxon 500 Tablet
34701,Cabaza Tablet
34702,Clin Tablet
34703,Cortent N Cream
34704,Cinetor-MR Tablet
34705,Clobet Lotion
34706,Clobazap 5mg Tablet
34707,Cosmelite TX Tablet
34708,Ceretor 800mg Tablet
34709,Cefocef Dxl Capsule
34710,Cosmelite TX Tablet
34711,Cefocef Dxl Capsule
34712,Ceretor 800mg Tablet
34713,Cefuxime 500mg Tablet
34714,Cdpin 10 Tablet
34715,Cianmol Plus 100mg/325mg Tablet
34716,Cyclones-MR Tablet
34717,Cortel 20 Tablet
34718,Clovas 1mg Tablet
34719,Cetriver AM 5mg/60mg Tablet
34720,Combilox CV 500mg/125mg Tablet
34721,Cassotide 50mg Tablet
34722,Cyptan Syrup
34723,Comantrel-T Tablet
34724,Colpep Spas Tablet
34725,CM Q Tablet
34726,Cyclid 5mg Tablet
34727,Combihale FT Redicaps
34728,Candidac C Vaginal Capsule
34729,Coldwin Tablet
34730,Ciprox-CF Cream
34731,Cipradep Plus Tablet
34732,Cpn Eye Drop
34733,Cefolin-AZ Tablet
34734,Crotin Cream
34735,Candical Ear Drop
34736,Clopinate gm Cream
34737,Congy L Tablet
34738,Cefrox CV 500mg Tablet
34739,Coldrid Syrup
34740,Cyclomet 50mg Tablet
34741,Candid Spray
34742,Clyora Syrup
34743,Cilogard 5 Tablet
34744,Clom 75mg Tablet SR
34745,Clozole Gel
34746,Candidal 70mg Injection
34747,Canzol Cream
34748,Cloyd 75mg Tablet
34749,Clovate SL Cream
34750,Clomed M Cream
34751,C Tri 125mg Injection
34752,Ceflus 100mg Tablet
34753,Cogmentin 5mg/5mg Tablet
34754,Clobsol Ointment
34755,CLOPITOR A 150 MG/20 MG/75 MG CAPSULE
34756,Colihope 1 Injection
34757,C Tax-O Forte Dry Syrup
34758,Calcium Leucovorin 50mg Injection
34759,Celvestrant PFS Injection
34760,Carpro Capsule
34761,Cognex Tablet
34762,Clobavate-NM Cream
34763,Comflam Plus 250 mg/50 mg/325 mg Tablet
34764,Cremawal Laxative
34765,Clotrel 75mg Tablet
34766,Clopixol-Acuphase Injection
34767,Cyclospasmol Capsule
34768,Cortina Cream
34769,Clofresh Dusting Powder
34770,Coriosurge HP 5000IU Injection
34771,Clofresh Dusting Powder
34772,Colik Rapid Capsule
34773,Cetzy 10mg Tablet
34774,Caremox 500mg Tablet
34775,Ceftas CV 100 mg/62.5 mg Tablet
34776,Colosafe-DSR Capsule
34777,Compu 0.5% Eye Drop
34778,Coldover P Syrup
34779,Clobkare-CS Ointment
34780,Caditor 5 Tablet
34781,Covate-MF Ointment
34782,Ciso DS 1000 mg/500 mg Injection
34783,Cilentra Plus Lite Tablet
34784,Conlax 10 Suppository
34785,Comvac 3 + BioHib Vaccine Combipack
34786,Clindol 600mg Injection
34787,Cilvas-M 10mg/50mg Tablet
34788,Cetrizen A 5mg/75mg Tablet
34789,Convictus Forte 1.5gm Injection
34790,Cefo 200mg Tablet DT
34791,Clavamox Kid 200mg/28.5mg Tablet
34792,Cnpinex 2.5mg Tablet
34793,Cartiquin 200mg Tablet
34794,Citilin 500mg Tablet
34795,Caduet 5 mg/10 mg Tablet
34796,Cugest 200 SR Tablet
34797,Camyda 300mg Injection
34798,Coriminic XT Expectorant
34799,Cleartuss LS Syrup
34800,Clanoxy 500 mg/125 mg Tablet
34801,Cefix 50mg Syrup
34802,Clopiz Plus Tablet
34803,Citrolac K Syrup
34804,Ciscure 0.25mg Injection
34805,Cipcoz 250mg Tablet
34806,Cetanil-O Tablet
34807,Calchek-L 2.5 Tablet
34808,Cosala OD 1200mg Tablet
34809,Chymogram Plus Tablet
34810,Cypwall Plus Syrup
34811,Clopam 0.25mg Tablet
34812,Cefbactum  E.S 1.5gm Injection
34813,Camofen 20mg Tablet
34814,Curemite Lotion
34815,Ciplin 400mg/80mg Tablet
34816,Cyprus Syrup
34817,Cilnix 20mg Tablet
34818,Closol G Ointment
34819,Cefodex 200mg Tablet
34820,Cuffwall D Syrup
34821,CLOPITOR A 75 MG/10 MG/75 MG CAPSULE
34822,Cefzim 500mg Tablet
34823,Clodid-B Cream
34824,Cortigen Eye/Ear Drops
34825,Choleferol Sachet
34826,Corminic LS Syrup
34827,Clindanol 300mg Capsule
34828,Cefxi O 200 mg/2.5 Billioncells Tablet
34829,Cilidin-CH Tablet
34830,Cbc Pam 500mg Injection
34831,Coelone 125mg Injection
34832,Clindatec 300mg Injection
34833,Ciprokind 250mg Tablet
34834,Certican 0.75mg Tablet
34835,Cipradep 10 Tablet
34836,Cyclonox 100mg Soft Gelatin Capsule
34837,Codril Syrup
34838,Cetrimark 10mg Tablet
34839,Clovet 12.5mg Tablet
34840,Cofrex-Q Tablet
34841,CAAT 80 Tablet
34842,Clomax BN Cream
34843,Colicspam Suspension
34844,Colicare 10mg/40mg Tablet
34845,Clopinate Cream
34846,Cartifix Capsule
34847,Cutiac  Forte Cream
34848,Cupal 200mg Tablet
34849,Cefredrox 100mg Syrup
34850,Codoxray-CV 250mg/125mg Tablet DT
34851,Casponova 50mg Injection
34852,Cyramza 100mg Injection
34853,Clomipure Plus Capsule
34854,Cephbid 500mg Tablet
34855,Clozepam 0.25mg Tablet MD
34856,Cefadrox 250mg Tablet
34857,Contrapill 200mg Tablet
34858,Cantop gm Cream
34859,Cyndol 50mg Tablet
34860,Cefporite 200mg Tablet
34861,Cantop gm Cream
34862,Cefox 200mg Tablet
34863,Combinam 400 mg/325 mg Tablet
34864,Cyclocel 500mg Injection
34865,Citichol 500mg Tablet
34866,Cita S 20mg Tablet
34867,Cifodexim Tablet DT
34868,Clopicare 75mg Tablet
34869,Carvipress 3.125 Tablet
34870,Cinetor 90 Tablet
34871,Cutizone Cream
34872,Clinox-N Gel
34873,Cura 200mg Tablet
34874,Cratex Syrup
34875,Cortace 6mg Tablet
34876,Cefamax 500mg Capsule
34877,Clomach 50mg Tablet
34878,Cardirose 5mg Tablet
34879,Candisun Medicated Soap
34880,Cytomab 500mg Injection
34881,Cetrizen M Syrup
34882,Ceroxim XP 250 mg/125 mg Tablet
34883,Cozith 500mg Tablet
34884,Cefitaxe AZ Tablet
34885,Codylex DX Syrup
34886,Chymocad Forte Tablet
34887,C Pram 10mg Tablet
34888,Cyclo 200mg Tablet
34889,Cistaz 100mg Tablet
34890,Comfora Capsule
34891,Cofocura Syrup
34892,Cephalkem 125mg Drop
34893,Ciprowin 250mg Tablet
34894,Calmpax-P Tablet
34895,Cetam Plus 400mg/60mg Tablet
34896,Coldfresh P Oral Drops
34897,Contril 5 Tablet
34898,Cognolin  Injection
34899,Card 5mg Tablet
34900,Covil M 5mg/10mg Tablet
34901,Clinch Lotion
34902,Ceefix 200mg Tablet
34903,Cefaxone 0.25g Injection
34904,Czson 1% Dusting Powder
34905,Clavicure LB 625 Tablet
34906,Coliza 10mg Injection
34907,Clid 150mg Capsule
34908,Cecort Eye Ointment
34909,Clozole V6 Tablet
34910,Cherrymint Syrup
34911,Cylnida 10 Tablet
34912,Confector Tablet
