,name,
19390,Appime T 500mg/62.5mg Injection,
19391,Aximic 250mg Injection,
19392,Asofix-AZ Tablet,
19393,Allwel CV Forte Dry Syrup,
19394,Avernim SP 100mg/325mg/15mg Tablet,
19395,Artito 60 Injection,
19396,Abixim-OF Oral Suspension,
19397,Akticef 1000mg Injection,
19398,Aike-Dmr Tablet,
19399,Avirab-D Tablet,
19400,Astodol P Syrup,
19401,Atpod 50mg Dry Syrup,
19402,Aquafenac 75mg Injection,
19403,AB Cin 250mg Tablet,
19404,Atorbia 5mg Tablet,
19405,Amptel-AM Tablet,
19406,Aftercold AX Syrup,
19407,Azi 500mg Tablet,
19408,Azivin 250mg Tablet,
19409,Aziitech 200mg Oral Suspension,
19410,Azitab 250mg Tablet,
19411,Amiswiss 100mg Injection,
19412,Atclav 250mg/125mg Tablet,
19413,Amoxyril-CV Dry Syrup,
19414,Amlossil AT 5mg/50mg Tablet,
19415,Amixius 100mg Tablet,
19416,Amineg 500mg Injection,
19417,Avclo Tablet,
19418,Afxo MT 10mg/120mg Tablet,
19419,Avifun N Cream,
19420,Axcam 40mg Injection,
19421,Amsafe Plus 50mg/325mg/10mg Tablet,
19422,Aldom 1mg/ml Drop,
19423,Acherox-P Tablet,
19424,Aumenda Dry Syrup,
19425,Apidac Fast 75mg Injection,
19426,Azisum 250mg Tablet,
19427,Ariba 20mg Injection,
19428,Arnoxyclav Tablet,
19429,Anoflox 50mg Syrup,
19430,Azymake 200mg Syrup,
19431,Azihit 250mg Tablet,
19432,Amiva 500mg Injection,
19433,Azithrosh T 250mg Tablet,
19434,Antspas 20mg/250mg Tablet,
19435,Auxidol TH 100mg/4mg Tablet,
19436,Aspiptazo 1.125gm Injection,
19437,Azismi 250mg Tablet,
19438,Alerg M 5mg/10mg Tablet,
19439,Axitel M 40mg/50mg Tablet,
19440,Auxidol TH 100mg/4mg Tablet,
19441,Arnoxyclav Tablet,
19442,Azismi 250mg Tablet,
19443,Acherox-P Tablet,
19444,Atlagra 100mg Tablet,
19445,Aumraz 20mg Capsule,
19446,Apce-T8 Tablet,
19447,Allofienz 300mg Tablet,
19448,Aldom 1mg/ml Drop,
19449,Amiva 500mg Injection,
19450,Acunet-SR Tablet,
19451,AB Cin 250mg Tablet,
19452,Acukold Syrup,
19453,Avumox KT Eye Drop,
19454,Avnac-P Tablet,
19455,Azikos 200mg Oral Suspension,
19456,Ariba 20mg Injection,
19457,Aceair 100mg Capsule,
19458,Atorcyn 20 Tablet,
19459,Avthro 200 Suspension,
19460,Aloycit 500mg Tablet,
19461,Aarpen 40mg Injection,
19462,Anid SP Tablet,
19463,Azlus 500mg Tablet,
19464,Abivog GM 1mg/500mg/0.2mg Tablet SR,
19465,AQT P 100mg/325mg Tablet,
19466,Al Low 180mg Tablet,
19467,Ancin 100mg Injection,
19468,Acetemp 100mg/325mg Tablet,
19469,Atorts 40mg Tablet,
19470,Azithes 500mg Capsule,
19471,Acetemp 100mg/325mg Tablet,
19472,Abivog GM 1mg/500mg/0.2mg Tablet SR,
19473,Amplifyer 500 mg/125 mg Tablet,
19474,Apazine Plus Oral Suspension,
19475,Agile S 50 mg/325 mg/10 mg Tablet,
19476,Asriz MR 100mg/325mg/250mg Tablet,
19477,Alov Dry Syrup,
19478,Alfaria 150mg Injection,
19479,Ampurin 125mg Dry Syrup,
19480,Allfeb 80 Tablet,
19481,Actines MR 100mg/325mg/250mg Tablet,
19482,Aflict MR 100mg/325mg/250mg Tablet,
19483,Azithcap 500mg Tablet,
19484,Aar Dec 25mg Injection,
19485,Azante Kid 100mg Tablet DT,
19486,Albewell Injection,
19487,Atorwin 10mg Tablet,
19488,Axiflam 20mg/325mg Tablet,
19489,Acontop D 10mg/40mg Tablet,
19490,Aglopan 40mg Injection,
19491,Aiflox OZ 200mg/500mg Tablet,
19492,Alvinac MR 100mg/325mg/250mg Tablet,
19493,Aceclotp-P 50mg/125mg Suspension,
19494,Aktob 80mg Injection,
19495,Anxigo 0.125mg Tablet,
19496,Axytram-P 500mg/37.5mg Tablet,
19497,Affopride 1-M Tablet,
19498,Artem E 150mg Injection,
19499,Atorkare-EZ 10mg/10mg Tablet,
19500,Aarticef 250mg Injection,
19501,Anoril P Syrup,
19502,Arfen P 400mg/325mg Tablet,
19503,Acepic MR 100mg/325mg/250mg Tablet,
19504,Azitim 100 Liquid,
19505,Alceclos MR 100mg/500mg/500mg Tablet,
19506,Actorab D 30mg/20mg Capsule SR,
19507,Aktob 80mg Injection,
19508,Affopride 1-M Tablet,
19509,Axytram-P 500mg/37.5mg Tablet,
19510,Artem E 150mg Injection,
19511,Anxigo 0.125mg Tablet,
19512,Alerle 5mg Tablet,
19513,Acthio T 100mg/4mg Tablet,
19514,Allevcyp Syrup,
19515,Adron-Kid Oral Solution,
19516,Aldaz 200mg Oral Suspension,
19517,Acdok CV Oral Drops,
19518,Acyton TH 100mg/4mg Tablet,
19519,Azopent-D Tablet,
19520,Axime 100mg Syrup,
19521,Aqcef OZ 200mg/500mg Tablet,
19522,Asrapod 200 Tablet,
19523,Abomol 200mg Tablet SR,
19524,Amitus 500mg Injection,
19525,Araiper 1000mg Injection,
19526,Avernim-P Tablet,
19527,Apce SP 100mg/325mg/10mg Tablet,
19528,Atpod CV 200mg/125mg Tablet,
19529,Amsan 500mg Tablet,
19530,Avernim-P Tablet,
19531,Adron-Kid Oral Solution,
19532,Atpod CV 200mg/125mg Tablet,
19533,Aacef 250mg Injection,
19534,Avclav Dry Syrup,
19535,Amolix 250mg Capsule,
19536,Avulox 250mg Tablet,
19537,Abter 150mg Injection,
19538,Antax 125mg Injection,
19539,Acloson P 100mg/500mg Tablet,
19540,Amurol NX 250mg Tablet DT,
19541,Amity 250mg Tablet,
19542,Avclav Duo Dry Syrup,
19543,Alnec S 50mg/10mg Tablet,
19544,Arginam 125 Injection,
19545,Aldrate Gel,
19546,Akufix O 200mg/200mg Tablet,
19547,Acupime 250mg Injection,
19548,Augpod 50 mg/31.25 mg Syrup,
19549,Azidec 500 Tablet,
19550,Atyad AZ 500mg Tablet,
19551,Amanther L 80mg/480mg Tablet,
19552,Axituf Kid 125mg Tablet,
19553,Aldic AP 100mg/500mg Tablet,
19554,Aceset P 100mg/500mg Tablet,
19555,Alepride M 1mg/500mg Tablet SR,
19556,Aptflam RB 200mg/20mg Capsule SR,
19557,Aziwis 100mg Tablet,
19558,Albrodo 400mg Tablet,
19559,Acezoom-SP Tablet,
19560,Acepanac-TH Tablet,
19561,Azidec 500 Tablet,
19562,Aclopic 100mg Tablet,
19563,Azotas 200mg Syrup,
19564,Antibax 10mg Tablet,
19565,Aziwis 100mg Tablet,
19566,Artekaa 150mg Injection,
19567,Azirol 250mg Tablet,
19568,Addcefurox CV 500mg/125mg Tablet,
19569,Amoxyrose 250mg Capsule,
19570,Arppi 40mg Injection,
19571,Alcicold Oral Suspension,
19572,Amolclave 875mg/125mg Tablet,
19573,Astrogo 10mg Tablet,
19574,Aceset P 100mg/500mg Tablet,
19575,Acloheal-TC Tablet,
19576,Albrodo 400mg Tablet,
19577,Acezoom-SP Tablet,
19578,Azocor 250mg Tablet,
19579,Aptflam RB 200mg/20mg Capsule SR,
19580,Armcid 40mg Injection,
19581,Amdrot M 80mg/250mg Tablet,
19582,Alclef MR Tablet,
19583,Aclomov P 100mg/325mg Tablet,
19584,Aece Oral Suspension,
19585,Alepride M 1mg/500mg Tablet SR,
19586,Acedee SP 100mg/325mg/15mg Tablet,
19587,Analdic 50mg/500mg Tablet,
19588,Aspiptazo 4.5gm Injection,
19589,Ambidrox 250mg Tablet DT,
19590,Amanther L 80mg/480mg Tablet,
19591,Atyad AZ 500mg Tablet,
19592,Aceleaf MR 100mg/325mg/250mg Tablet,
19593,Abogust 250mg Injection,
19594,Adride M Forte 1mg/850mg Tablet,
19595,Azinist 250mg Tablet,
19596,Avugesic MR 250mg/50mg/325mg Tablet,
19597,Aboflam MR 250mg/50mg/325mg Tablet,
19598,Acheal SP 100mg/325mg/15mg Tablet,
19599,Alsyet 250mg Tablet,
19600,Aboxyl-LB Capsule,
19601,Asipento D 30mg/40mg Tablet,
19602,Astoxib 90mg Tablet,
19603,Atorseil 10mg Tablet,
19604,Amitra 200 Capsule,
19605,Azinix Sdp 250mg Syrup,
19606,Aculanz 10mg Tablet MD,
19607,Arimic 500mg Injection,
19608,Argest 100mg Injection,
19609,Amikanex 250mg Injection,
19610,Atclav 500mg/125mg Tablet,
19611,Alfine 180mg Tablet,
19612,Agpanta 40mg Injection,
19613,Azilcad 80mg Tablet,
19614,Aceliek-P Oral Suspension,
19615,Atosync 20 Tablet,
19616,A Gab 400mg/10mg Tablet,
19617,Amitica 500mg Injection,
19618,Axituf Kid 125mg Tablet,
19619,Aldic AP 100mg/500mg Tablet,
19620,Ancid 150mg Tablet,
19621,Amloboon AT 5mg/50mg Tablet,
19622,Amiton 250mg Injection,
19623,Aeldolo 650mg Tablet,
19624,Arolexim 500mg Capsule,
19625,Acemug 500mg Tablet,
19626,Avudine 120mg Tablet,
19627,Art 120 Injection,
19628,Azithcure 250mg Tablet,
19629,Amlowik AT 5mg/50mg Tablet,
19630,Axcef 125mg Syrup,
19631,AT Pred 4mg Tablet,
19632,Alkamox 250mg Capsule,
19633,Axspar 200mg Tablet,
19634,Atorkare 20mg Tablet,
19635,Aziclen 100mg Tablet DT,
19636,Amlo AT 5mg/50mg Tablet,
19637,Admoxin 500mg Capsule,
19638,Avemime HT Cream,
19639,Amdec 25mg Injection,
19640,Asthaphat Expectorant,
19641,Ace Plus 100mg/500mg Tablet,
19642,Almika 100mg Injection,
19643,Albeges Suspension,
19644,Alprawin FT 0.25mg/20mg Tablet,
19645,Aurobactum 1000mg/1000mg Injection,
19646,Aciril PR 100mg/325mg/10mg Tablet,
19647,Aedimin Tablet PR,
19648,Astixone S 1000mg/500mg Injection,
19649,Asnim P 100mg/325mg Tablet,
19650,Asticef OZ 200mg/500mg Tablet,
19651,Allcyp Syrup,
19652,Avitacef 50 Dry Syrup,
19653,Arixone 500mg Injection,
19654,Axim 50mg Dry Syrup,
19655,Avzeth 500mg Tablet,
19656,Avzeth 250mg Tablet,
19657,Axicef 250 Injection,
19658,Afiflo OZ 200mg/500mg Tablet,
19659,Albend Tablet,
19660,Albacad 400mg Tablet,
19661,Amomol N 100mg/325mg Tablet,
19662,Alencef AZ 200mg/250mg Tablet,
19663,Alviof OZ Oral Suspension,
19664,Alzopax 1mg Tablet,
19665,Alemox CV 1000mg/200mg Injection,
19666,Alrif 1mg Tablet XR,
19667,Afado 200 Tablet,
19668,Ancidox 50mg Syrup,
19669,AUGPOD 200 MG/125 MG TABLET,
19670,As-Xime 50 Dry Syrup,
19671,Apodon 100mg Tablet DT,
19672,Azolea 200mg Capsule,
19673,Almero 250mg Injection,
19674,Axocef S 1000mg/500mg Injection,
19675,Axipod Dry Syrup,
19676,Asthro 200mg Oral Suspension,
19677,Acrotex 250mg Dry Syrup,
19678,Avorox 150mg Tablet,
19679,AP Cef 100 Tablet DT,
19680,Amvulac Dry Syrup,
19681,Avadase Plus Tablet,
19682,Allitofol-D Syrup,
19683,Amrap AT 5 mg/50 mg Tablet,
19684,Apcon MR 100mg/325mg/250mg Tablet,
19685,Addelo Gold 5mg/5mg/325mg Tablet,
19686,Azithrov 500 Tablet,
19687,Ara-MR Tablet,
19688,Azidep 100mg Tablet DT,
19689,Albestar 200mg Oral Suspension,
19690,Aslevo 5mg Tablet,
19691,Aziem 250 Tablet,
19692,Acudryl Syrup,
19693,Avospas 20mg/100mg Tablet,
19694,Azifid 100mg Suspension,
19695,Augvin CV Dry Syrup,
19696,Atodipin 5 mg/10 mg Tablet,
19697,Antifal Injection,
19698,Alzaris 400mg Tablet,
19699,Arodac 400mg Tablet,
19700,Amitral 250mg Injection,
19701,Acedan-SP Tablet,
19702,Adyheal-AP Tablet,
19703,Albejol 200mg Syrup,
19704,Andylox CV LB 500/125mg Tablet,
19705,Axspar 200mg Tablet,
19706,Alkamox 250mg Capsule,
19707,Albeges Suspension,
19708,Avemime HT Cream,
19709,Amdec 25mg Injection,
19710,Admoxin 500mg Capsule,
19711,Almika 100mg Injection,
19712,Avzeth 250mg Tablet,
19713,Avzeth 500mg Tablet,
19714,Aziclen 100mg Tablet DT,
19715,Alprawin FT 0.25mg/20mg Tablet,
19716,Ace Plus 100mg/500mg Tablet,
19717,Asthaphat Expectorant,
19718,Atorkare 20mg Tablet,
19719,Amlo AT 5mg/50mg Tablet,
19720,Alrif 1mg Tablet XR,
19721,Alemox CV 1000mg/200mg Injection,
19722,Axim 50mg Dry Syrup,
19723,Aciril PR 100mg/325mg/10mg Tablet,
19724,Allcyp Syrup,
19725,Asnim P 100mg/325mg Tablet,
19726,Avitacef 50 Dry Syrup,
19727,Asticef OZ 200mg/500mg Tablet,
19728,Astixone S 1000mg/500mg Injection,
19729,Aedimin Tablet PR,
19730,Albend Tablet,
19731,Axicef 250 Injection,
19732,Amomol N 100mg/325mg Tablet,
19733,Afiflo OZ 200mg/500mg Tablet,
19734,Arixone 500mg Injection,
19735,Alviof OZ Oral Suspension,
19736,Alencef AZ 200mg/250mg Tablet,
19737,Albacad 400mg Tablet,
19738,Asthro 200mg Oral Suspension,
19739,Avorox 150mg Tablet,
19740,Axocef S 1000mg/500mg Injection,
19741,Almero 250mg Injection,
19742,Aldee P 100mg/500mg Tablet,
19743,Aslastim 1gm Injection,
19744,Apodon 100mg Tablet DT,
19745,AP Cef 100 Tablet DT,
19746,Actaz BM 1000 mg/125 mg Injection,
19747,As-Xime 50 Dry Syrup,
19748,Axinate 120mg Injection,
19749,Addox 50mg Dry Syrup,
19750,Astrac-T Injection,
19751,Amicef 125mg Tablet DT,
19752,Aglowcin TD 500mg/600mg Tablet,
19753,Azolea 200mg Capsule,
19754,Axipod Dry Syrup,
19755,Aryalam 0.50mg Tablet,
19756,Ando OZ Suspension,
19757,Amijos 10mg Tablet,
19758,Atho MR 100mg/8mg Tablet,
19759,Anny-IT 200 Capsule,
19760,Asracof AM Syrup,
19761,Aldosh 400mg Tablet,
19762,Acticlox Capsule,
19763,Amlonite 5mg Tablet,
19764,Ainadex LS Syrup,
19765,Amisafe 500mg Injection,
19766,Acemag SP Tablet,
19767,Aldec 25mg Injection,
19768,Acecdoz Kid Oral Suspension,
19769,Alflam Kold Oral Suspension,
19770,Amisafe 500mg Injection,
19771,Audipip T 4000mg/500mg Injection,
19772,Azrocin Suspension,
19773,Azivib 200mg Oral Suspension,
19774,Astocillin 250mg Capsule,
19775,Amleto AT 5mg/50mg Tablet,
19776,Axonic CV 1000mg/200mg Injection,
19777,Amlonite 5mg Tablet,
19778,Aryacold Tablet,
19779,Allitocet M 5mg/10mg Tablet,
19780,Armer 150mg Injection,
19781,Apce T 100mg/4mg Tablet,
19782,Acezoc-P Oral Suspension,
19783,Azoking 250mg Tablet,
19784,Avidip 2.5mg/5mg/10mg Tablet,
19785,Axicef 750mg Injection,
19786,Aenzo 0.25mg Tablet,
19787,Anipram 10mg Tablet,
19788,Albiz-FX 0.25mg/20mg Tablet,
19789,Arpicin 10mg Tablet,
19790,Anflox M Suspension,
19791,Aldol T 100mg Injection,
19792,Angiotel A 40mg/5mg Tablet,
19793,Altome 0.25mg Tablet,
19794,Angiotel H 40mg/12.5mg Tablet,
19795,Azesin 500mg Tablet,
19796,Akument CV 1000mg/200mg Injection,
19797,Amiraj 500mg Injection,
19798,Astiflox OZ 200mg/500mg Tablet,
19799,Aclobet 200mg Tablet SR,
19800,Akument CV 1000mg/200mg Injection,
19801,Azesin 500mg Tablet,
19802,Anlof TC 100mg/325mg Tablet,
19803,Arsecef 1500 Injection,
19804,Actzone 1000mg/500mg Injection,
19805,Aclobet 200mg Tablet SR,
19806,Asdox 200 Tablet DT,
19807,Avixim 100mg Tablet DT,
19808,Acticlo D 80mg/100mg Tablet SR,
19809,Adicef 200mg Tablet DT,
19810,Apizone 500mg/500mg Injection,
19811,Axitaz 1000mg Injection,
19812,Apicef 500mg Injection,
19813,Atornof 40 Tablet,
19814,Armoxy 0.5% Eye Drop,
19815,Averride MP 2mg/500mg/15mg Tablet SR,
19816,Ambo CV Dry Syrup,
19817,Amlotain 2.5mg Tablet,
19818,Aarmethy 1500mcg Injection,
19819,Arocef Plus 250mg/125mg Injection,
19820,Amzid 500mg Injection,
19821,Ashnosyl 400 Tablet,
19822,Avrota 10mg Tablet,
19823,Atdim 1000mg Injection,
19824,Aniryl BR Linctus,
19825,Anaxone 500mg Injection,
19826,Atcef 250mg Injection,
19827,Avertrox 1000mg Injection,
19828,AZICOX CF TABLET,
19829,Amsia 100mg Tablet,
19830,Auronim 50mg Tablet MD,
19831,Artisafe4 60mg Injection,
19832,Azigreat 250mg Tablet,
19833,Aziagio 100mg/5ml Suspension,
19834,Aldripod 50mg Dry Syrup,
19835,Asizole D 30mg/20mg Capsule SR,
19836,Adzith 500 Tablet,
19837,Amzid 500mg Injection,
19838,Aroxine 100mg Injection,
19839,Agem 250mg Tablet,
19840,Aceprole 20mg Capsule,
19841,Amocare-CV Duo Dry Syrup,
19842,Acewell S 100mg/15mg Tablet,
19843,Acloheal MR 100mg/325mg/250mg Tablet,
19844,Azosuf 250mg Tablet,
19845,A Vin AS 10mg/75mg Tablet,
19846,Amiktam 1000 mg/200 mg Injection,
19847,Albax Suspension,
19848,Aciky 100mg Tablet,
19849,Aglopan 40mg Tablet,
19850,Alanso 30mg Capsule,
19851,Adreval 250mg Tablet ER,
19852,Amivis 500mg Injection,
19853,Amislan 500mg Injection,
19854,Askabend 400mg Tablet,
19855,Amotive Oral Drops,
19856,Akinac P Oral Suspension,
19857,Aceloemm-SP Tablet,
19858,Azikam 100mg/5ml Syrup,
19859,Aglopar 250mg Oral Suspension,
19860,Atradom 30mg/20mg Capsule,
19861,Acokit MR 100mg/325mg/250mg Tablet,
19862,Amgest 100mg Injection,
19863,Akutim 0.5% Eye Drop,
19864,Amlimo MP 1mg/500mg/15mg Tablet,
19865,Aclav 200 mg/28.5 mg Dry Syrup,
19866,Andysan 50mg Injection,
19867,Avks MR 100mg/325mg/250mg Tablet,
19868,Astocillin 500mg Capsule,
19869,Ari-Falcy 150mg Injection,
19870,Amoxytop 125mg Tablet DT,
19871,Avinim Plus 100mg/500mg Tablet,
19872,Aedicof Tablet,
19873,Avbact 4000mg/500mg Injection,
19874,Axoket Clav Syrup,
19875,Aziasv 500 Tablet,
19876,Alimed 4mg Tablet,
19877,Avgra 100 Tablet,
19878,Azidoz 100mg Oral Suspension,
19879,Afdec 25mg Injection,
19880,Amoclavs 250mg/50mg Injection,
19881,Apofec Oral Suspension,
19882,Argostar 250mg Tablet,
19883,Avisera Forte 15mg Tablet,
19884,Atclav 1000mg/200mg Injection,
19885,Aziliv 500 Tablet,
19886,Amoxon CV Dry Syrup,
19887,Aprigest 200mg Soft Gelatin Capsule,
19888,Allitofol Syrup,
19889,Agrist 250 Tablet,
19890,Asime 1.5gm Injection,
19891,Arcfen SP 100mg/325mg/15mg Tablet,
19892,Acephin P 100mg/325mg Tablet,
19893,Acrocip 500mg Tablet,
19894,Amoclavs 250mg/50mg Injection,
19895,Anigesic MD 10mg/50mg Tablet,
19896,Amoxon CV Dry Syrup,
19897,Aziasv 500 Tablet,
19898,Atclav 1000mg/200mg Injection,
19899,Afdec 25mg Injection,
19900,Abnim P 100mg/325mg Tablet,
19901,Aziliv 500 Tablet,
19902,Aptflam 200mg Tablet SR,
19903,Azithrosh T 500mg Tablet,
19904,Asterbin 500mg Tablet,
19905,Arcin 500mg Injection,
19906,Actibull-SP 100mg/15mg Tablet,
19907,Azinik 250mg Tablet,
19908,Alwel 0.25mg Tablet,
19909,Atortaj 80mg Tablet,
19910,Arumaria 80mg/480mg Tablet,
19911,Assat 10mg Tablet,
19912,Alcef LB 50 Tablet,
19913,Axedol 100mg Injection,
19914,Anzi 0.5mg Tablet,
19915,Asvogli 0.3mg Tablet,
19916,Acetox 500mg Tablet,
19917,Alkakrit 1.37gm Syrup,
19918,Arixone S 1000mg/500mg Injection,
19919,Alprosym 0.25mg Tablet,
19920,Acepic 200mg Tablet SR,
19921,Alpraday 0.5mg Tablet,
19922,Actirax 0.5mg Tablet,
19923,Anisone 0.1% Cream,
19924,Alzim 1000mg Injection,
19925,Apiroxy Tablet,
19926,Astiom D 10mg/20mg Capsule,
19927,Amodox 50mg Dry Syrup,
19928,Acegrot Oral Suspension,
19929,Anepine 250mg Injection,
19930,Avzone TB 1000mg/125mg Injection,
19931,Anaxone 1000mg Injection,
19932,Amomol Plus Tablet,
19933,Azitsa 250mg Tablet,
19934,Adoxim 50mg Syrup,
19935,Anoflox TZ 200mg/600mg Tablet,
19936,Azisight 250mg Tablet,
19937,Adipod Syrup,
19938,Avutine 8mg Tablet,
19939,Azipec 500 Tablet,
19940,Atyadmor 250mg Injection,
19941,Afado-CV Tablet,
19942,Abicid-O Tablet,
19943,Asrapime T 1000mg/125mg Injection,
19944,Aramis 100mg Tablet,
19945,Avdox AZ 200mg/250mg Tablet,
19946,Apxime 1000mg Injection,
19947,Acefox CX 250mg Injection,
19948,Axitrix 1000mg Injection,
19949,Aacef T 1000mg/125mg Injection,
19950,Aecef S 1000mg/500mg Injection,
19951,A Niclo 100mg Tablet,
19952,Asrafix-OX Tablet,
19953,Aloof MZ Suspension,
19954,A Klave 1000 mg/200 mg Injection,
19955,Amz 500mg Injection,
19956,Abdoklis MF 80mg/250mg Tablet,
19957,Amsy 100mg Injection,
19958,Acivoiz Oral Suspension Sugar Free,
19959,Adoxi 80mg Injection Combipack,
19960,Auxizio 250 Tablet,
19961,Ansclav 500mg/125mg Tablet,
19962,Amicap 250mg Injection,
19963,Acon 75mg Injection,
19964,Aramox D Capsule,
19965,Azis Kid 100mg Tablet,
19966,Azvin 1000mg Injection,
19967,Avicin 100mg Injection,
19968,Avoxy CV Dry Syrup,
19969,Azophar 500 Tablet,
19970,Anszith 500mg Tablet,
19971,Aight SP Kit,
19972,Alvipod 100mg Dry Syrup,
19973,Avdom 2mg Injection,
19974,Arodox 50mg Dry Syrup,
19975,Amloact 2.5mg Tablet,
19976,Amlojack 10mg Tablet,
19977,Ace P 100mg/500mg Tablet,
19978,Aziber Kid 100mg Tablet,
19979,Allbenda I 6mg/400mg Tablet,
19980,Amloact 2.5mg Tablet,
19981,Acon 75mg Injection,
19982,Amicap 250mg Injection,
19983,Amlojack 10mg Tablet,
19984,Ace P 100mg/500mg Tablet,
19985,Avicin 100mg Injection,
19986,A Klave 1000 mg/200 mg Injection,
19987,Aziber Kid 100mg Tablet,
19988,Allbenda I 6mg/400mg Tablet,
19989,Aramox D Capsule,
19990,Aciana S 100mg/15mg Tablet,
19991,Anax-SP Tablet,
19992,Avlodin-A 25 Tablet,
19993,Amz 500mg Injection,
19994,Acnenix SP 100mg/325mg/15mg Tablet,
19995,Aziphil 500mg Tablet,
19996,Abdoklis MF 80mg/250mg Tablet,
19997,Amsy 100mg Injection,
19998,Acivoiz Oral Suspension Sugar Free,
19999,Albeder IR 6mg/400mg Tablet,
20000,Anigesic P Syrup,
20001,Auxizio 250 Tablet,
20002,Adoxi 80mg Injection Combipack,
20003,Audiroxim 500mg Tablet,
20004,Acigo P Oral Suspension,
20005,Albestar 400mg Tablet,
20006,Acmor P Syrup,
20007,Azinax 250mg Tablet,
20008,Amoxydial CV 500mg/125mg Tablet,
20009,Artifer 60mg Injection,
20010,Axime CV Oral Suspension,
20011,Anaxone SB 1000mg/500mg Injection,
20012,A Niclo 100mg Tablet,
20013,Astypod 50mg Dry Syrup,
20014,Amiksia 100 Injection,
20015,Ansclav 500mg/125mg Tablet,
20016,Azyril 200mg Oral Suspension,
20017,Aziphil 500mg Tablet,
20018,Avixin 250mg Capsule,
20019,Avera IT 20mg/150mg Capsule SR,
20020,Adp D 30mg/40mg Capsule SR,
20021,Avifenac-P Tablet,
20022,Aoxy CV LB 500mg/125mg Tablet,
20023,Azzaris 250mg Tablet,
20024,Amikab 100mg Injection,
20025,Amulid 100mg Tablet,
20026,Avclav 250mg/50mg Injection,
20027,Aziom Oral Suspension,
20028,Artifer 60mg Injection,
20029,Acmor P Syrup,
20030,Azinax 250mg Tablet,
20031,Amoxydial CV 500mg/125mg Tablet,
20032,Asrapan 40 Tablet,
20033,Albaran 400mg Tablet,
20034,Aglomol T 100mg/4mg Tablet,
20035,Amijos 25mg Tablet,
20036,Adpha 150mg Injection,
20037,Abnik TH 100mg/4mg Tablet,
20038,Azelina 250mg Tablet,
20039,Azcort Oral Suspension,
20040,Amikab 100mg Injection,
20041,Annlox 200mg Tablet,
20042,Advaller Dry Syrup,
20043,Autobact 200mg/28.5mg Dry Syrup,
20044,Avakill Lotion,
20045,Anprine 40mg Tablet SR,
20046,Asdale Oral Suspension,
20047,Acireb 10mg/20mg Tablet,
20048,Amoxiv-CV Oral Suspension,
20049,Annzy 250mg Tablet,
20050,Atvaroz 40mg Tablet,
20051,Aceclokas P 100mg/325mg Tablet,
20052,Anipram 20mg Tablet,
20053,Aglorab 20mg Tablet,
20054,Alpradon-F 0.25mg/20mg Tablet,
20055,Axtip 4000mg/500mg Injection,
20056,Azitru 100mg Tablet DT,
20057,Alpradol 0.5mg Tablet,
20058,Amoka 100mg Injection,
20059,Azza 100mg Tablet DT,
20060,Anxer 0.25mg Tablet,
20061,Azed 1500mcg Injection,
20062,Avirox-D Capsule,
20063,Acidopent D 10mg/40mg Tablet,
20064,Avmox 500mg Capsule,
20065,Amrea 25mg Tablet,
20066,Azix Suspension,
20067,Acispar 200mg Tablet,
20068,Acalm 0.50mg Tablet,
20069,Acephar T 100mg/4mg Tablet,
20070,Adpoxime CV Dry Syrup,
20071,Azitin 500mg Tablet,
20072,Astipan 40mg Tablet,
20073,Anquil 0.25mg Tablet,
20074,Acioflo O Infusion,
20075,Asoride 4mg Tablet,
20076,Amizolid 600mg Tablet,
20077,Acezof-Forte Tablet,
20078,Acelza-P Tablet,
20079,Aziqub 250mg Tablet,
20080,Angiflam P Oral Suspension,
20081,Acisil Oral Suspension,
20082,Averdot 80mg Tablet,
20083,Axedura 1500mg Injection,
20084,Adelu 1% Cream,
20085,Atcef T 250mg/31.25mg Injection,
20086,Audiroxim 250mg Tablet,
20087,Aipanto 40mg Injection,
20088,Amlotri H 5mg/12.5mg Tablet,
20089,Adocep 100mg Tablet DT,
20090,Avoxime O Dry Syrup,
20091,Albarid IM Oral Suspension,
20092,Avcef S 250mg/125mg Injection,
20093,Afocef-OZ Tablet,
20094,Altaxim 250mg Injection,
20095,Alimpenam C Injection,
20096,Alticef 1000mg Injection,
20097,Axipime S 1000mg/500mg Injection,
20098,Acef ZT 1000mg/125mg Injection,
20099,Acmerose 10 Tablet,
20100,Afocef-OZ Tablet,
20101,Alticef 1000mg Injection,
20102,Alefox 750mg Tablet,
20103,Aece Aq 75mg Injection,
20104,Amtaxime 1000mg Injection,
20105,Animox P Eye Drop,
20106,Artezone 2000mg Injection,
20107,Amopot CV 500 mg/125 mg Tablet,
20108,Artpic L 80mg/480mg Tablet,
20109,Amwa AT 5mg/50mg Tablet,
20110,Albarid IM Oral Suspension,
20111,Aricdom D 30mg/40mg Capsule SR,
20112,Axetin TZ 125mg/15.6mg Injection,
20113,Abt Pod 100mg Tablet,
20114,Allert 0.5mg Tablet,
20115,Asrapime 250mg Injection,
20116,Aziway 250mg Suspension,
20117,Athmox CL 250mg/250mg/60Million spores Capsule,
20118,Alclef P Syrup,
20119,Aceim MR 100mg/325mg/250mg Tablet,
20120,Aleev 750mg Tablet,
20121,Aptek 1g Injection,
20122,Atcef T 250mg/31.25mg Injection,
20123,Aedicool Oral Suspension Mint,
20124,Anidac 25mg Injection,
20125,Aedimef DM 10mg/250mg Tablet,
